541681724296662027153386529288796943018938425636440119650371296562744845166230271279631156240305304508165114033181661517269891375856261548896612422286359749233433606956743917568.000000 	 -3783246771446909813451717348002442450588035295530067547247985658481603705993519851605045824780706526699487071009049030178354395100574831770277993863986560612609306367271769210880.000000 	 -1769017346600675338223328748403465274321696735788643746295849862478044099493640350178746003523923273847066128203091747416911108535360742424794516794755432526268864355137165983744.000000 	 -641588095049042167304863100916034689672112908018618500033940122928842867238452257100638605899951559544319462557537894327721225458232259841678553422524534482867662916497161846784.000000 	 -9569028731394035612447098163676267831422336700551204222588767220729174258626868760568694969667879430820656408435706250739490933787989839991624691306399780564861851849266034638848.000000 	 -5078334934496409475113605692353153531642115203538753246073081430281972052875586228783242709926395933110847856368185060238169270640355027331653180414543296800639870518659156803584.000000 	 -0.000000 	 inf 
-667427946810539010584187584165225310534223571488392995885983558698530188492431679295791259828994657105565064155369330436378328709787560050011662964450056192737422147267883696128.000000 	 -8018491999841497004365792404589563866716425886471307197056371905169563124349133086718993195083189451558350381131044016340458495124574188296113205312432083335902526286391094018048.000000 	 -3836218931282962897417872143523620750452828154139345274491859870555857793600232871478678638907476176963578607932470466629766119210366389016045180173713184632905684914193488150528.000000 	 12345784758555537597928704670222991188774106278727723443072899913415992067222907380201168957795795274391260776636885445054926054005524358635732539827646251853716784043599794798592.000000 	 -3300309165736646633845527817594969291707953779208272893239051967928990480580036771743858856717399439647847137189065784719488328645157501643151130803849080772453886483839651414016.000000 	 1971529775680574004516263348904898164436355982752756775114728769126575559223521015744494815027546205475019014538632800478537492208941248535931656946480681237834972955935827296256.000000 	 -0.000000 	 inf 
753808797394802797630446233930098341502909229532230185710067930402965598705701882786657663312683611639969171238821180829715638787659662194687648813625519513789009923268184899584.000000 	 1100342055405729659254894659238626916550309059660016912093649197480456628793503115444727458304468059200571586365921654299162232155977235426072956203732911823369048928872849997824.000000 	 -2894740169343986113102949775532590824482028475158426244721369543043499424503908222537313166086981031376667236504649199570687498640517901431530990522678269175326559819654726942720.000000 	 4232639808302573341246193335889676989716628499814149367550990457078371734848743755780127260315018928778005145917199777308589652034863423378741963265181098297131722490259483656192.000000 	 262238859899427881536188806185150494284541671921744691420870665135083933396742670130790726619920968463000239648005456812862316791041249241327551032318417520859179632470284828672.000000 	 -8133741956202238716691698480011715938894223912939108920282919425452539753020900750775595257273575523563987196774438900650934558436431184481578083639281344702787208685508112678912.000000 	 -0.000000 	 inf 
-5318013879748155795156131823261700327781162183583212065648305984367284419110911305116048267906563428074723501189912702707837171441770253733656650626664840141552398715063696883712.000000 	 -8263132256766366955613076974623393606885972290355376947754777439358924533611703949098968021892798663525120013312244522713664311807492219089914616964129736542702122389683832881152.000000 	 -5894316137496506131807568497514698139108259869641852039258928410663117549404959913933462117838438428905221413103067307237609508974644543137462086212479079986071739654723455680512.000000 	 34046161134519840702686173082165254470503697584288983327347230902347118562075446867227353625235467264854682020078714166137619010146038884545241547300803144935468773356598508650496.000000 	 26958661045175104850401085956735169212237686769609416685172565977539137376658119863440999909805626635823480093337899140356827031199441489451741270188499654276912566217131306254336.000000 	 44740331719876998887444198875035259790662699632625921834701339112090340338880366479914056531808308456020577273327096595840174159644353783188855390201848457565386690496446613946368.000000 	 -0.000000 	 inf 
2116372525326247334180414773724376939562810179440108951732161722589040862085657550614094856826563089093630749697549802275041159262930230165063601826641344182848630341956681072640.000000 	 6091215362415955372263241879530563443059697091510963760217605390810270546818355175952101505877270617266892900085489758227747312759831826336616898790769471141552351067490698133504.000000 	 -6686335891383011720789873581591192002042310165126944980412463815799355622949931051293558139814565534085440814986756508822828659168815573275397482569199831050784516542486772973568.000000 	 10751453982426044995337744122893192819518894935325820845067748696171142781849580359015830179233967708461601009558098886528409224440226278798314399067423719897495773676575270109184.000000 	 27431353709680853886982527587088824303263463565282853868682057160913315040878354154303259280731887519259323669988746146586932575224189595635127931542398566474161670074071548690432.000000 	 12965695106994622944756451145663585509543064223043831346709724981123557024246050082285681738947628327732845322782950411994211263607624727582872395438854994718038196339577435717632.000000 	 -0.000000 	 inf 
-6675849065176890204930019248267866845019129278936787891528782252256466672829381653180201352069501027735622064385416125416231762506600733977707952886895679212365721008251837874176.000000 	 1634354322777630204281475528425704256498272769689053141383178642598423025730483986644623862524582774947336383555903183434523725301334171180095757885246323561989677227329969979392.000000 	 -2410036735567805629321707678395779339127280316881197667893233328001527590517265123526236833153893393890718858169702815064709816579573701330416366378874053242600685503247462432768.000000 	 -6207819748285716642492714323028245435285957529073916897513485544140253670783385299091652594977482552741696677571706718366784419886349888847019250864495646369327591434839776034816.000000 	 4399563517006703637059450719405997472056312668468399780345162870418891324454066681014380357104686938724489540816108281783758157575425015731326472532643791423400848729532824289280.000000 	 -6489164677964048507887732774799002458311334151129278200531344023858852100876544447271839410684832627582160285486015285468370850511012552029292367462701943102353153004183998169088.000000 	 -0.000000 	 inf 
-3086994321818332234566054392956033171188398164363333901722896183770611722703538828696778015507525717075543533371700564728660396954562035427031522211342129230089302609522822479872.000000 	 -1540173866582366036492425674302721475656999023335362466298014144403778068296217648723072742285146786674447942233926988732844933812840691227070415826694308540333758503604807794688.000000 	 -1747401118812170993156041438424554968031108094519455929698542006578972681792645216053147880258819813486288294809695142632513577883937646424690272538614749528315622892539413004288.000000 	 9756849486577138203279581992226126134098896490298746335151698325436508726813825570251139868171988446210552871803067039907208696320265623325525323203689734722448601074000503767040.000000 	 1722167850114559217600668881317543084014769185742134197124151856758127163501281126474497186585634543502939650460206913995184879955065027090714776246010692025869756488276271693824.000000 	 5438630615406821528926962852780000815195589830251292072685563017275356751611103648607508647354169623499611341980848692823536336082680159361822068901765137293876018912285979312128.000000 	 -0.000000 	 inf 
3155654103647382493684678407689190099453955975940409978378361421946866758899285246757373393620474234354224450090892975381314676457775013258223929590148938124119892138949395611648.000000 	 -567623982950024094949079264975637830088293040864347468019910704904197625060835633850109561034051499299721267043974163144918917751247403867915229051625958705335665630862779613184.000000 	 5734661417397210690836397689098386428763148350863478096589553259792140665776841848400093735480282430655239703219896515157939842507251229769171166590428690207780077914433270054912.000000 	 -5561474224838799219043667771264649541709879541220211377915797853591088206544061015331477328380752127590719253086479062178474030590806725590908684645363522171465663352883076136960.000000 	 -5275300153519310555248158918257100883389146585167549102553349577417015154485792230447742439584612890085944272645890063733561594071066247725508201799408191537588551602679515709440.000000 	 6066904144914801730062411230796975412466541532733433576442372008119828340959352425642574390065809492437209962910745571987348880922459266118189889942031632143795530981690442776576.000000 	 -0.000000 	 inf 
1033621444180154708739678647292412542104445332006626366985537030005639979645571363262847792141415428659045878049705557471042478196393248046298284750364934907883534219401511305216.000000 	 -1880345725132331771400236826342981144084349412725934973309218456770775210871932162335747493206922757949518966141233220042886040652845755071449901325694844542977827419607758012416.000000 	 -6357035384334030248647090641190914218769618610964275255278406581459400106358909761677921583150852589251932810002541401138905857609449609379295404342670340074717134090903230611456.000000 	 8365909144283763134377138893117447422162389734058934861851177411161351587589154021655809575541231168495932794806765205732884671345236922262295321206610356501828817507389584441344.000000 	 -5820279576020471410292024781818934811344109482299623159165301198421971232395103635318394288263275671259597895537705528475614072804773824305528082690634251061685861501699201433600.000000 	 -15652586510094201287660364408911943883162343941005408254302887169607617842150397494810830288408694927111487865168096869416518914989518106795887981582983121048318503710177686978560.000000 	 -0.000000 	 inf 
1602973389255028730207253633136609022940038188422332752830481391897371757678950293740069046781827452181928722535990433521977857430537874299872424687629479600172685201428927479808.000000 	 534194279664920748963677652929110071767125370011624864749326864039482585906412628881977374197428249695274551283879659288299606304784288670800728302183345466068852247444148191232.000000 	 -1313787888124935270449739342311871125777258731377872290402805012529362154251093131859588028455346825258757392837450867836007634133626763954079726740578334853173943075656941174784.000000 	 9512642641151942327475760210280383288808936783023252411019244308445188487126703714963836263686565775408729481132185558237534522669261226864595111264144211086866869947432962097152.000000 	 -10307669609231813922688059806612063866096673965812892305882458422824711279864254371973076440966062915863497097396691506942438640427631090778785319088454968451761945209206701293568.000000 	 2179956616318344825708300261715605643914172566599645302377383178945674146655936936954789890231297017537273426759096546709223992950288639965981490010215070927392124130650142801920.000000 	 -0.000000 	 inf 
