0.707491 1.976743 -1.285921 -0.077993 0.251097 0.126272
0.668611 1.882279 -1.220057 0.001652 0.039472 0.426890
0.847331 1.273073 -2.981966 0.083515 0.046024 -0.419229
0.828399 -0.300848 -2.910220 0.041873 -0.018969 0.093214
0.863372 1.916443 -1.506212 -0.012441 -0.179048 -0.499301
0.440269 2.167797 -1.447305 -0.049681 -0.136703 0.106452
-74.694532 -79.715522 5.152720 -0.248959 -0.254218 0.014718
59.206103 6.059130 20.574514 0.145198 0.015360 0.081158
0.819509 0.042336 -1.114108 0.240458 0.185381 0.030367
3.447643 7.368233 0.554492 -0.005227 0.062488 -0.133664
-3.860910 -0.228794 -1.389501 -0.025835 0.207057 -0.059678
-0.380007 2.047567 -1.260960 -0.390250 -0.055157 -0.175996
0.284054 1.458742 -1.291109 -0.127691 -0.046865 -0.281387
-0.885510 0.645548 -0.347661 0.133232 -0.107252 -0.240617
0.100307 1.782634 -1.122061 -0.262927 0.176149 -0.242876
0.340834 2.040458 -1.579596 0.072475 0.183645 -0.032727
0.217670 1.695798 -1.300604 0.312226 -0.269969 0.343373
-0.205358 2.249013 -1.228983 0.174028 0.434144 0.036353
26.066547 20.334846 22.320327 0.041578 0.019913 0.042765
0.265763 0.285207 -5.801149 0.024028 -0.059079 -0.087478
-0.781797 -0.264290 -17.908405 -0.027413 0.001862 -0.063548
0.283084 1.694251 -1.296115 -0.223725 -0.035715 0.487568
1.549615 2.606391 -2.316868 -0.046605 0.301956 -0.328962
3.293857 1.057263 0.347223 -0.014256 0.008628 -0.108083
2.540438 -0.109206 0.397844 0.060037 0.138068 0.267575
2.202066 4.227002 -4.314262 -0.095149 0.070859 -0.043202
1.482514 1.430844 -1.038292 -0.057530 0.191723 0.221305
-122.573964 39.272205 -20.526553 -0.408214 0.132680 -0.061272
0.007952 1.625864 -1.403143 -0.020722 -0.466751 -0.391738
-0.014289 1.788957 -1.249308 0.255406 -0.343116 0.357013
0.135695 1.741820 -1.108821 0.036335 0.232198 -0.420477
-0.357789 1.774851 -1.383908 -0.391386 0.366445 -0.406186
-0.083472 1.201798 -1.368055 0.300553 0.108542 -0.258770
-0.161438 -0.313760 -1.981681 0.009316 -0.009292 0.058690
0.676659 1.434686 -2.014618 -0.291270 0.143818 -0.058139
-137.722869 -55.778097 38.825054 -0.476283 -0.155549 0.089998
-0.760395 1.100996 -1.586433 0.059559 0.020022 0.094409
1.384162 0.826853 -1.969426 -0.185682 -0.168564 0.414157
-90.261092 16.833978 22.891031 -0.283958 0.052159 0.077540
1.445421 0.051268 -3.495259 0.026748 -0.162748 0.281565
4.823204 -0.299925 -1.187902 -0.152331 0.088812 -0.120506
0.434478 -1.644817 -0.932160 0.123892 0.114914 -0.190648
-0.148578 2.037060 -1.138273 -0.055350 -0.101245 0.076360
-0.275077 1.762559 -1.668120 -0.102335 -0.259981 0.174603
0.363762 1.710237 -1.198736 0.039806 -0.024966 -0.222278
-0.088664 2.296900 -1.337427 0.141993 0.294762 0.115740
-0.395891 2.284734 -1.969931 0.228562 -0.201373 0.199847
-0.684450 1.543666 -1.136260 0.261282 0.283727 -0.390334
-0.423590 2.457605 -0.753107 0.102054 -0.059086 0.089456
0.010886 0.900918 -2.393506 0.029940 0.132998 -0.008600
1.273506 2.367507 -2.919045 -0.295734 0.027985 0.223790
-0.096332 1.849283 -1.124801 0.021752 0.219093 0.448420
-0.401359 1.079601 -1.620001 0.054788 -0.352728 -0.179299
0.396141 1.918535 -0.967506 -0.032304 -0.169135 0.423167
31.223225 -2.274821 34.690033 0.069613 -0.011671 0.071186
0.091331 -2.576315 -3.133770 -0.202128 -0.237346 -0.087654
67.048101 19.793910 19.231925 0.183589 0.054182 0.055030
-4.810138 1.145612 -2.711389 -0.378321 -0.044373 0.021428
0.315733 1.655785 -1.407404 -0.226890 -0.629161 -0.140369
0.946978 1.948006 -1.656094 0.000103 0.002215 -0.065442
0.187186 1.717343 -1.276529 0.371788 -0.069886 0.139195
51.182084 3.988545 22.867117 0.080256 0.100897 0.087994
85.202442 -96.893833 -94.195716 0.288606 -0.327055 -0.318942
2.215906 1.261801 -1.689974 0.191071 -0.004027 0.053125
-0.560972 8.391832 2.077757 -0.133038 0.109503 0.086772
1.094130 1.854698 -1.481125 -0.036469 -0.253420 -0.367126
1.195715 -2.430827 -15.548504 0.014781 -0.044254 0.001047
-0.084870 1.631915 -1.089483 0.002161 0.065712 -0.202261
51.057314 3.882326 22.996005 0.189670 -0.066719 0.005088
-0.397381 0.712167 -2.236821 -0.087063 -0.510618 0.017513
7.070383 -1.480406 -0.276253 0.197946 -0.128064 0.072484
-0.083596 2.175244 -1.907591 0.035077 -0.138190 -0.282080
-0.304366 2.202650 -1.416938 -0.172083 0.214287 -0.085917
-0.539338 3.515874 -2.166942 -0.117015 0.246439 0.026961
-0.275345 1.045371 -0.932231 -0.081519 0.228694 0.456594
0.310597 1.440278 -1.070583 -0.403724 -0.073013 0.120057
137.919466 14.788325 -8.785377 0.459944 0.049596 -0.022859
55.642873 -0.491411 8.358320 0.137446 0.017404 0.039618
0.315428 3.204585 -0.374376 0.123423 0.026476 -0.067069
0.367219 1.658597 -1.274484 0.172378 0.336003 -0.224705
-0.058092 1.375084 -0.425803 0.190603 -0.145239 0.140686
0.268840 1.524552 -1.144931 -0.107604 0.135738 -0.213201
0.746191 3.394393 0.457276 -0.021133 -0.189446 -0.125792
7.945750 6.486134 7.666942 -0.049426 -0.047277 -0.126597
0.050275 1.700589 -1.388484 0.156130 0.201257 -0.327691
-0.039734 1.848088 -1.251416 0.373759 -0.584918 -0.496269
-0.966812 2.549403 -0.986238 0.186904 -0.020836 0.412863
0.250406 1.594950 -1.365175 -0.120504 0.282401 0.464351
0.328588 2.033595 -1.536245 0.443685 0.221812 0.069857
-137.417788 -56.065656 38.853146 -0.455156 -0.214965 0.173088
-6.014478 2.686585 -2.115571 -0.262344 0.069332 -0.056661
-0.115706 1.655876 -1.200712 0.432411 -0.168196 -0.316376
-1.526151 3.101500 -2.999468 0.106400 0.131269 0.172916
1.444715 -0.109955 -7.732909 -0.029685 0.139858 0.116300
0.291370 2.221885 -1.568168 -0.241623 0.010369 -0.033383
-0.015442 1.728430 -1.219824 0.367873 -0.001190 0.525303
-1.104832 2.400583 -9.187081 0.040906 0.020036 -0.104826
-3.355071 11.934881 2.487113 -0.039665 0.173533 0.037340
-7.578147 7.126040 4.441976 -0.005035 -0.057387 -0.021094
0.295763 2.353628 -0.963778 -0.307132 0.215768 0.341748
